Pincode,Prepaid,Reverse Pickup,COD,City,State Code,Express TAT,Surface TAT,Zone,BD-Zone,BD-State Code,BD-serviceable status
394307,Y,Y,Y,Valsad,GJ,3,3,D1,No service,No service,0
507316,Y,Y,Y,Kothagudem,TS,3,4,D2,No service,No service,EDL /ODA
721662,Y,Y,Y,Haldia,WB,2,3,D2,No service,No service,0
206301,Y,Y,Y,Chhibramau,UP,2,2,B,No service,No service,EDL /ODA
503114,Y,Y,Y,Padmajiwadi,TS,3,4,D1,No service,No service,0
442101,Y,Y,Y,Pulgaon,MH,2,3,D1,No service,No service,EDL /ODA
691538,Y,Y,Y,Kottarakkara,KL,3,5,D2,No service,No service,EDL /ODA
627106,Y,Y,Y,Azhagappapuram,TN,3,5,D2,No service,No service,EDL /ODA
735236,Y,Y,Y,Mainaguri,WB,2,3,D2,No service,No service,EDL /ODA
281121,Y,Y,Y,Vrindavan,UP,2,2,B,No service,No service,EDL /ODA
531149,Y,Y,Y,Araku,AP,3,4,D2,No service,No service,EDL /ODA
574234,Y,Y,Y,Sullia,KA,3,4,D2,No service,No service,EDL /ODA
303902,Y,Y,Y,Jaipur,RJ,2,2,B,No service,No service,0
441911,Y,Y,Y,Gondia,MH,3,3,D1,No service,No service,EDL /ODA
177212,Y,Y,Y,Amb,HP,2,3,E,No service,No service,EDL /ODA
711109,Y,Y,Y,Howrah,WB,2,3,C2,EAST,HOW,Yes
683594,Y,Y,Y,North Paravur,KL,3,5,D2,No service,No service,EDL /ODA
811102,Y,Y,Y,Sheikhpura,BR,3,3,D1,No service,No service,EDL /ODA
413110,Y,Y,Y,Phaltan,MH,3,4,D2,No service,No service,EDL /ODA
600088,Y,Y,Y,Chennai,TN,2,4,C2,SOUTH,MAA,Yes
581350,Y,Y,Y,Bhatkal,KA,3,4,D2,No service,No service,EDL /ODA
144620,Y,Y,Y,Kapurthala,PB,2,2,B,No service,No service,EDL /ODA
756026,Y,Y,Y,Basta,OR,3,4,D2,No service,No service,EDL /ODA
573220,Y,Y,Y,Hassan,KA,3,5,D2,No service,No service,EDL /ODA
695547,Y,Y,Y,Nedumangad,KL,3,5,D2,No service,No service,EDL /ODA
416630,Y,Y,Y,Devgad,MH,3,4,D2,No service,No service,EDL /ODA
517390,Y,Y,Y,B Kothakota,AP,3,4,D2,No service,No service,EDL /ODA
759019,Y,Y,Y,Dhenkanal,OR,4,4,D2,No service,No service,EDL /ODA
534451,Y,Y,Y,Jangareddygudem,AP,3,4,D2,No service,No service,EDL /ODA
382022,Y,Y,Y,Gandhinagar,GJ,2,3,C1,WEST,GNR,Yes
851212,Y,Y,Y,Maheshkhunt,BR,3,3,D1,No service,No service,EDL /ODA
493338,Y,Y,Y,Jaijaipur,CG,4,4,D1,No service,No service,EDL /ODA
753009,Y,Y,Y,Cuttack,OR,2,3,D2,EAST,CTK,Yes
721654,Y,Y,Y,Tamluk,WB,2,3,D2,No service,No service,EDL /ODA
303104,Y,Y,Y,Achrol,RJ,3,3,B,No service,No service,EDL /ODA
465447,Y,Y,Y,Rajgarh-MP,MP,3,3,D1,No service,No service,EDL /ODA
228125,Y,Y,Y,Kumarganj,UP,3,3,D1,No service,No service,EDL /ODA
695028,Y,Y,Y,Thiruvananthapuram,KL,3,5,D2,No service,No service,EDL /ODA
784027,Y,Y,Y,Tezpur,AS,3,4,E,EAST,NAP,Yes
583125,Y,Y,Y,Harpanahalli,KA,3,5,D2,No service,No service,EDL /ODA
689659,Y,Y,Y,Pathanamthitta,KL,3,5,D2,No service,No service,EDL /ODA
172024,Y,Y,Y,Kumarsain,HP,3,3,E,No service,No service,EDL /ODA
272162,Y,Y,Y,Khalilabad,UP,3,3,D1,No service,No service,EDL /ODA
532263,Y,Y,Y,Sompeta,AP,3,4,D2,No service,No service,EDL /ODA
147006,Y,Y,Y,Patiala,PB,2,2,B,No service,No service,EDL /ODA
492015,Y,Y,Y,Raipur,CG,2,4,D1,No service,No service,EDL /ODA
761217,Y,Y,Y,Mohana,OR,3,4,D2,No service,No service,EDL /ODA
683563,Y,Y,Y,Aluva,KL,3,5,D2,No service,No service,EDL /ODA
575004,Y,Y,Y,Mangalore,KA,3,4,D2,SOUTH,MLR,Yes
522314,Y,Y,Y,Guntur,AP,3,4,D2,No service,No service,EDL /ODA
283105,Y,Y,Y,Kirauli,UP,2,2,B,NORTH,KCI,Yes
412402,Y,Y,Y,Rajgurunagar,MH,3,3,D1,No service,No service,EDL /ODA
679339,Y,Y,Y,Edavanna,KL,2,5,D2,No service,No service,EDL /ODA
229309,Y,Y,Y,Gauriganj,UP,3,3,D1,No service,No service,EDL /ODA
611002,Y,Y,Y,Nagapattinam,TN,3,5,D2,SOUTH,NPM,Yes
785110,Y,Y,Y,Majuli,AS,3,7,E,No service,No service,EDL /ODA
500178,Y,Y,Y,Hyderabad,TS,2,3,C2,SOUTH,HYD,Yes
577182,Y,Y,Y,Kadur,KA,3,5,D2,No service,No service,EDL /ODA
841437,Y,Y,Y,Bhore,BR,3,3,D1,No service,No service,EDL /ODA
670504,Y,Y,Y,Kannur,KL,3,5,D2,No service,No service,0
176501,Y,Y,Y,Ghati Billan,HP,2,2,E,No service,No service,EDL /ODA
582101,Y,Y,Y,Gadag,KA,3,4,D2,No service,No service,EDL /ODA
613105,Y,Y,Y,Thirukkattupalli,TN,3,5,D2,No service,No service,EDL /ODA
680693,Y,Y,Y,Chalakudy,KL,3,5,D2,No service,No service,EDL /ODA
382015,Y,Y,Y,Gandhinagar,GJ,2,3,C1,WEST,GNR,Yes
591213,Y,Y,Y,Chikodi,KA,3,4,D2,No service,No service,EDL /ODA
735102,Y,Y,Y,Jalpaiguri,WB,2,3,D2,EAST,JLX,Yes
134114,Y,Y,Y,Chandigarh,CH,2,2,B,NORTH,PKL,Yes
414202,Y,Y,Y,Ashti,MH,3,4,D1,No service,No service,EDL /ODA
533008,Y,Y,Y,Kakinada,AP,3,4,D2,SOUTH,KAK,Yes
741403,Y,Y,Y,Ranaghat,WB,3,4,D2,No service,No service,EDL /ODA
422601,Y,Y,Y,Akole,MH,3,4,D1,No service,No service,EDL /ODA
816120,Y,Y,Y,Barharwa,JH,3,4,D1,No service,No service,EDL /ODA
416510,Y,Y,Y,Sawantwadi,MH,3,4,D2,WEST,SWT,Yes
506347,Y,Y,Y,Mulugu,TS,3,4,D2,No service,No service,EDL /ODA
243501,Y,Y,Y,Bareilly,UP,2,2,B,No service,No service,EDL /ODA
331411,Y,Y,Y,Sardarshahr,RJ,2,2,B,No service,No service,EDL /ODA
361110,Y,Y,Y,Jamnagar,GJ,3,3,D1,WEST,QGR,Yes
641019,Y,Y,Y,Mettupalayam,TN,2,4,D2,SOUTH,PKM,Yes
521225,Y,Y,Y,Vijayawada,AP,3,4,D2,SOUTH,VIJ,Yes
454116,Y,Y,Y,Sardarpur,MP,3,3,D1,No service,No service,EDL /ODA
421006,Y,Y,Y,Mumbai,MH,2,3,C2,No service,No service,0
425420,Y,Y,Y,Amalner,MH,3,4,D1,No service,No service,EDL /ODA
481332,Y,Y,Y,Waraseoni,MP,3,3,D1,No service,No service,EDL /ODA
177114,Y,Y,Y,Dehra Gopipur,HP,3,3,E,No service,No service,EDL /ODA
623404,Y,Y,Y,Thiruvadanai,TN,3,5,D2,No service,No service,EDL /ODA
400095,Y,Y,Y,Mumbai,MH,2,3,C2,WEST,BOM,Yes
209506,Y,Y,Y,Unnao,UP,2,2,B,No service,No service,EDL /ODA
627001,Y,Y,Y,Tirunelveli,TN,3,5,D2,SOUTH,TEE,Yes
632311,Y,Y,Y,Arani,TN,2,4,D2,No service,No service,EDL /ODA
273213,Y,Y,Y,Sikriganj,UP,3,3,D1,No service,No service,EDL /ODA
585403,Y,Y,Y,Bidar,KA,3,4,D2,SOUTH,BID,Yes
533577,Y,Y,Y,Amalapuram,AP,3,4,D2,No service,No service,EDL /ODA
465685,Y,Y,Y,Pachore,MP,2,3,D1,No service,No service,EDL /ODA
394516,Y,Y,Y,Surat,GJ,2,3,D1,No service,No service,EDL /ODA
847402,Y,Y,Y,Phulparas,BR,3,3,D1,No service,No service,EDL /ODA
713147,Y,Y,Y,Guskhara,WB,2,3,D1,No service,No service,EDL /ODA
847122,Y,Y,Y,Darbhanga,BR,3,3,D1,No service,No service,EDL /ODA
263646,Y,Y,Y,Ranikhet,UK,2,2,B,No service,No service,EDL /ODA
591237,Y,Y,Y,Nipani,KA,3,4,D2,No service,No service,EDL /ODA
768001,Y,Y,Y,Sambalpur,OR,2,4,D1,EAST,SMB,Yes
507161,Y,Y,Y,Khammam,TS,2,4,D2,No service,No service,EDL /ODA
711110,Y,Y,Y,Howrah,WB,2,3,C2,EAST,HOW,Yes
585291,Y,Y,Y,Talikoti,KA,3,4,D2,No service,No service,EDL /ODA
464651,Y,Y,Y,Raisen,MP,2,3,D1,No service,No service,EDL /ODA
523357,Y,Y,Y,Giddalur,AP,3,4,D2,No service,No service,EDL /ODA
444907,Y,Y,Y,Warud,MH,2,3,D1,No service,No service,EDL /ODA
742104,Y,Y,Y,Murshidabad,WB,3,4,D2,No service,No service,EDL /ODA
313904,Y,Y,Y,Sarada,RJ,2,3,D1,No service,No service,EDL /ODA
635852,Y,Y,Y,Tiruppattur,TN,3,4,D2,No service,No service,EDL /ODA
734314,Y,Y,Y,Labha,WB,3,4,D2,No service,No service,EDL /ODA
609601,Y,Y,Y,Karaikal,PU,3,5,D2,No service,No service,0
685583,Y,Y,Y,Thodupuzha,KL,2,5,D2,No service,No service,EDL /ODA
583222,Y,Y,Y,Hospet,KA,3,4,D2,No service,No service,EDL /ODA
248110,Y,Y,Y,Dehradun,UK,2,2,B,NORTH,DRD,Yes
177041,Y,Y,Y,Bangana,HP,3,3,E,No service,No service,EDL /ODA
160102,Y,Y,Y,Zirakpur,PB,2,2,B,NORTH,CAR,Yes
144623,Y,Y,Y,Kapurthala,PB,2,2,B,No service,No service,EDL /ODA
522101,Y,Y,Y,Bapatla,AP,3,4,D2,SOUTH,BAP,Yes
679582,Y,Y,Y,Edappal,KL,2,5,D2,No service,No service,EDL /ODA
423601,Y,Y,Y,Kopargaon,MH,3,4,D1,No service,No service,EDL /ODA
462021,Y,Y,Y,Bhopal,MP,2,3,D1,WEST,BHO,Yes
583231,Y,Y,Y,Koppal,KA,3,4,D2,No service,No service,EDL /ODA
796009,Y,Y,Y,Aizawl,MZ,4,6,E,No service,No service,EDL /ODA
425108,Y,Y,Y,Chopda,MH,3,4,D1,No service,No service,EDL /ODA
713335,Y,Y,Y,Rupnarayanpur,WB,3,3,D1,No service,No service,EDL /ODA
683518,Y,Y,Y,North Paravur,KL,3,5,D2,No service,No service,EDL /ODA
678761,Y,Y,Y,Thachanattukara,KL,2,5,D2,No service,No service,EDL /ODA
815359,Y,Y,Y,Kundahit,JH,3,3,D1,No service,No service,EDL /ODA
416529,Y,Y,Y,Sawantwadi,MH,3,4,D2,No service,No service,EDL /ODA
383276,Y,Y,Y,Modasa,GJ,3,3,D1,No service,No service,EDL /ODA
173217,Y,Y,Y,Shimla,HP,3,3,E,No service,No service,EDL /ODA
425415,Y,Y,Y,Akkalkuva,MH,3,3,D1,No service,No service,EDL /ODA
691540,Y,Y,Y,Kottarakkara,KL,3,5,D2,No service,No service,EDL /ODA
848160,Y,Y,Y,Dalsingh Sarai,BR,3,3,D1,No service,No service,EDL /ODA
670643,Y,Y,Y,Kuthuparamba,KL,3,5,D2,No service,No service,EDL /ODA
445308,Y,Y,Y,Yavatmal,MH,3,4,D1,No service,No service,EDL /ODA
500039,Y,Y,Y,Hyderabad,TS,2,3,C2,SOUTH,HYD,Yes
828122,Y,Y,Y,Dhanbad,JH,3,3,D1,No service,No service,EDL /ODA
508208,Y,Y,Y,Nereducharla,TS,2,4,D2,No service,No service,0
691587,Y,Y,Y,Kollam,KL,3,5,D2,No service,No service,EDL /ODA
570033,Y,Y,Y,Mysore,KA,2,4,D2,No service,No service,0
460330,Y,Y,Y,Betul,MP,3,3,D1,No service,No service,EDL /ODA
313802,Y,Y,Y,Kherwara,RJ,3,3,D1,No service,No service,EDL /ODA
712413,Y,Y,Y,Arambag,WB,3,3,D1,No service,No service,EDL /ODA
752056,Y,Y,Y,Khurdha,OR,3,4,D2,No service,No service,EDL /ODA
284135,Y,Y,Y,Jhansi,UP,3,3,B,NORTH,JSI,Yes
321634,Y,Y,Y,Alwar,RJ,2,2,B,No service,No service,0
582216,Y,Y,Y,Gadag,KA,3,4,D2,No service,No service,EDL /ODA
362011,Y,Y,Y,Dhoraji,GJ,3,3,D1,No service,No service,EDL /ODA
821108,Y,Y,Y,Kudra,BR,3,3,D1,No service,No service,EDL /ODA
743363,Y,Y,Y,Baruipur,WB,3,3,C2,No service,No service,EDL /ODA
410501,Y,Y,Y,Rajgurunagar,MH,3,3,D1,WEST,CAH,Yes
591122,Y,Y,Y,Gokak,KA,3,4,D2,No service,No service,EDL /ODA
388450,Y,Y,Y,Anand,GJ,2,3,D1,No service,No service,EDL /ODA
743101,Y,Y,Y,Darjeeling,WB,2,3,D2,No service,No service,EDL /ODA
517125,Y,Y,Y,Chittoor,AP,2,4,D2,No service,No service,EDL /ODA
301702,Y,Y,Y,Tijara,RJ,2,2,B,No service,No service,EDL /ODA
506134,Y,Y,Y,Gudur-TS,TS,3,4,D2,No service,No service,EDL /ODA
335040,Y,Y,Y,PadampurRJ,RJ,2,2,B,No service,No service,EDL /ODA
574266,Y,Y,Y,Moodabidri,KA,3,4,D2,No service,No service,EDL /ODA
700048,Y,Y,Y,Kolkata,WB,2,3,C2,EAST,CCU,Yes
573162,Y,Y,Y,Hassan,KA,3,5,D2,No service,No service,EDL /ODA
411050,Y,Y,Y,Pune,MH,2,3,C2,No service,No service,0
388308,Y,Y,Y,Anand,GJ,2,3,D1,No service,No service,0
506381,Y,Y,Y,Khammam,TS,2,4,D2,No service,No service,EDL /ODA
221508,Y,Y,Y,Saidabad,UP,2,2,D1,No service,No service,EDL /ODA
731242,Y,Y,Y,Morgram,WB,3,4,D1,No service,No service,EDL /ODA
679578,Y,Y,Y,Edappal,KL,2,5,D2,No service,No service,EDL /ODA
843352,Y,Y,Y,Sitamarhi,BR,3,3,D1,No service,No service,0
388713,Y,Y,Y,Godhra,GJ,3,3,D1,No service,No service,EDL /ODA
424002,Y,Y,Y,Dhule,MH,3,4,D1,No service,No service,EDL /ODA
402116,Y,Y,Y,Nagothane,MH,3,3,D2,No service,No service,EDL /ODA
450991,Y,Y,Y,Mundi,MP,2,3,D1,No service,No service,EDL /ODA
685551,Y,Y,Y,Kattappana,KL,3,5,D2,No service,No service,EDL /ODA
231221,Y,Y,Y,Renukoot,UP,3,3,D1,No service,No service,EDL /ODA
686013,Y,Y,Y,Changanacherry,KL,3,5,D2,No service,No service,EDL /ODA
144202,Y,Y,Y,Sri Hargobindpur,PB,2,2,B,No service,No service,EDL /ODA
685618,Y,Y,Y,Kuthumkal,KL,3,5,D2,No service,No service,EDL /ODA
401104,Y,Y,Y,Mumbai,MH,2,3,C2,WEST,BOM,Yes
110028,Y,Y,Y,Delhi,DL,1,1,A,NORTH,DEL,Yes
571442,Y,Y,Y,Kollegala,KA,3,4,D2,No service,No service,EDL /ODA
691006,Y,Y,Y,Kollam,KL,3,5,D2,SOUTH,QUI,Yes
444101,Y,Y,Y,Akot,MH,3,4,D1,No service,No service,0
243125,Y,Y,Y,Faridpur,UP,2,2,B,No service,No service,0
680701,Y,Y,Y,Irinjalakuda,KL,3,5,D2,No service,No service,EDL /ODA
711307,Y,Y,Y,Uluberia,WB,2,3,#N/A,No service,No service,EDL /ODA
535004,Y,Y,Y,Vizianagaram,AP,3,4,D2,No service,No service,EDL /ODA
689505,Y,Y,Y,Pathanamthitta,KL,3,5,D2,No service,No service,EDL /ODA
276401,Y,Y,Y,Jiyanpur,UP,3,3,D1,No service,No service,EDL /ODA
185156,Y,Y,Y,Sunderbani,JK,2,3,E,No service,No service,0
742305,Y,Y,Y,Domkal,WB,3,4,D2,No service,No service,EDL /ODA
413219,Y,Y,Y,Mandrup,MH,3,4,D2,No service,No service,EDL /ODA
392310,Y,Y,Y,Karjan,GJ,2,3,D1,No service,No service,EDL /ODA
518220,Y,Y,Y,Dhone,AP,3,4,D2,No service,No service,EDL /ODA
627702,Y,Y,Y,Kovilpatti,TN,3,5,D2,No service,No service,0
784513,Y,Y,Y,Udalguri,AS,3,4,E,No service,No service,EDL /ODA
182201,Y,Y,Y,Doda,JK,3,3,E,No service,No service,0
676108,Y,Y,Y,Tirur,KL,2,5,D2,No service,No service,EDL /ODA
575025,Y,Y,Y,Surathkal,KA,3,4,D2,SOUTH,MLR,Yes
611117,Y,Y,Y,Nagapattinam,TN,3,5,D2,No service,No service,EDL /ODA
574150,Y,Y,Y,Surathkal,KA,3,4,D2,No service,No service,EDL /ODA
764028,Y,Y,Y,Tikiri,OR,3,4,D2,No service,No service,EDL /ODA
483770,Y,Y,Y,Barhi,MP,3,3,B,No service,No service,EDL /ODA
522435,Y,Y,Y,Piduguralla,AP,3,4,D2,No service,No service,EDL /ODA
518007,Y,Y,Y,Kurnool,AP,3,4,D2,No service,No service,EDL /ODA
391150,Y,Y,Y,Nasvadi,GJ,2,3,D1,No service,No service,EDL /ODA
683589,Y,Y,Y,Aluva,KL,3,5,D2,SOUTH,GLY,Yes
781102,Y,Y,Y,Hajo,AS,3,4,E,No service,No service,EDL /ODA
700085,Y,Y,Y,Kolkata,WB,2,3,C2,EAST,CCU,Yes
530008,Y,Y,Y,Visakhapatnam,AP,2,4,D2,SOUTH,VZG,Yes
713364,Y,Y,Y,Rupnarayanpur,WB,3,3,D1,No service,No service,EDL /ODA
524406,Y,Y,Y,Gudur,AP,3,4,D2,No service,No service,EDL /ODA
591306,Y,Y,Y,Gokak,KA,3,4,D2,No service,No service,EDL /ODA
490036,Y,Y,Y,Durg,CG,2,4,D1,WEST,BHL,Yes
387220,Y,Y,Y,Anand,GJ,2,3,D1,No service,No service,EDL /ODA
713304,Y,Y,Y,Asansol,WB,3,3,D1,EAST,ASO,Yes
224118,Y,Y,Y,Rudauli,UP,3,3,D1,No service,No service,EDL /ODA
122016,Y,Y,Y,Gurgaon,HR,1,1,A,NORTH,GGN,Yes
689503,Y,Y,Y,Pathanamthitta,KL,3,5,D2,No service,No service,0
455111,Y,Y,Y,Dewas,MP,2,3,D1,No service,No service,EDL /ODA
202002,Y,Y,Y,Aligarh,UP,2,2,B,NORTH,ALI,Yes
604408,Y,Y,Y,Vandavasi,TN,3,4,D2,No service,No service,EDL /ODA
431205,Y,Y,Y,Georai,MH,2,4,D1,No service,No service,EDL /ODA
533253,Y,Y,Y,Razole,AP,3,4,D2,No service,No service,EDL /ODA
521133,Y,Y,Y,Machilipatnam,AP,3,4,D2,No service,No service,EDL /ODA
797002,Y,Y,Y,Kohima,NL,3,5,E,No service,No service,0
689122,Y,Y,Y,Chengannur,KL,3,5,D2,No service,No service,EDL /ODA
768016,Y,Y,Y,Sambalpur,OR,2,4,D1,No service,No service,EDL /ODA
533244,Y,Y,Y,Razole,AP,3,4,D2,No service,No service,EDL /ODA
461445,Y,Y,Y,Itarsi,MP,2,3,D1,No service,No service,0
611104,Y,Y,Y,Nagapattinam,TN,3,5,D2,No service,No service,EDL /ODA
110116,Y,Y,Y,Delhi,DL,1,1,A,NORTH,DEL,Yes
175007,Y,Y,Y,Jahu,HP,2,3,E,No service,No service,EDL /ODA
713406,Y,Y,Y,Guskhara,WB,2,3,D1,EAST,BRW,Yes
626105,Y,Y,Y,Aruppukkottai,TN,3,5,D2,No service,No service,EDL /ODA
754207,Y,Y,Y,Salipur,OR,3,4,D2,No service,No service,EDL /ODA
233300,Y,Y,Y,Ghazipur,UP,2,3,D1,No service,No service,EDL /ODA
600028,Y,Y,Y,Chennai,TN,2,4,C2,SOUTH,MAA,Yes
500089,Y,Y,Y,Hyderabad,TS,2,3,C2,SOUTH,HYD,Yes
683574,Y,Y,Y,Aluva,KL,3,5,D2,SOUTH,KAV,Yes
637003,Y,Y,Y,Namakkal,TN,3,4,D2,No service,No service,EDL /ODA
642128,Y,Y,Y,Udumalaipettai,TN,2,4,D2,No service,No service,EDL /ODA
221403,Y,Y,Y,Bhadohi,UP,3,3,D1,No service,No service,EDL /ODA
680513,Y,Y,Y,Thrissur,KL,3,5,D2,No service,No service,EDL /ODA
759022,Y,Y,Y,Dhenkanal,OR,4,4,D2,No service,No service,EDL /ODA
723201,Y,Y,Y,Bhaddi,WB,2,3,D1,No service,No service,EDL /ODA
507158,Y,Y,Y,Khammam,TS,2,4,D2,No service,No service,EDL /ODA
576114,Y,Y,Y,Manipal,KA,3,4,D2,No service,No service,EDL /ODA
202129,Y,Y,Y,Aligarh,UP,2,2,B,No service,No service,EDL /ODA
126101,Y,Y,Y,Meham,HR,2,2,B,No service,No service,EDL /ODA
121001,Y,Y,Y,Faridabad,HR,1,1,A,NORTH,FAR,Yes
225402,Y,Y,Y,Rudauli,UP,3,3,D1,No service,No service,EDL /ODA
231222,Y,Y,Y,Anpara,UP,3,3,D1,No service,No service,EDL /ODA
328035,Y,Y,Y,Kheragarh,UP,2,2,B,No service,No service,EDL /ODA
603108,Y,Y,Y,Thiruporur,TN,3,4,D2,No service,No service,EDL /ODA
802126,Y,Y,Y,Dumraon,BR,3,3,D1,No service,No service,0
604154,Y,Y,Y,Tindivanam,TN,3,4,D2,No service,No service,EDL /ODA
781316,Y,Y,Y,Barpeta,AS,3,4,E,EAST,BPO,Yes
326023,Y,Y,Y,Jhalawar,RJ,2,3,D1,No service,No service,EDL /ODA
841504,Y,Y,Y,Raghunathpur-BR,BR,2,3,#N/A,No service,No service,0
673516,Y,Y,Y,Kuttiady,KL,2,5,D2,No service,No service,EDL /ODA
500002,Y,Y,Y,Hyderabad,TS,2,3,C2,SOUTH,HYD,Yes
781334,Y,Y,Y,Nalbari,AS,2,4,E,No service,No service,EDL /ODA
756018,Y,Y,Y,Balasore,OR,3,4,D2,No service,No service,EDL /ODA
768111,Y,Y,Y,Kadobahal,OR,2,4,D1,No service,No service,EDL /ODA
632401,Y,Y,Y,Ranipet,TN,3,4,D2,SOUTH,RPT,Yes
524129,Y,Y,Y,Naidupeta,AP,3,4,D2,No service,No service,EDL /ODA
395023,Y,Y,Y,Surat,GJ,2,3,D1,WEST,SUR,Yes
271851,Y,Y,Y,Bahraich,UP,3,3,D1,No service,No service,EDL /ODA
682320,Y,Y,Y,Cochin,KL,2,5,D2,No service,No service,EDL /ODA
177118,Y,Y,Y,Jahu,HP,2,3,E,No service,No service,EDL /ODA
416550,Y,Y,Y,Sawantwadi,MH,3,4,D2,WEST,KUD,Yes
453111,Y,Y,Y,Indore,MP,2,2,D1,No service,No service,EDL /ODA
396375,Y,Y,Y,Valsad,GJ,3,3,D1,No service,No service,EDL /ODA
621601,Y,Y,Y,Tiruchi,TN,3,5,D2,No service,No service,EDL /ODA
683546,Y,Y,Y,Perumbavoor,KL,3,5,D2,No service,No service,EDL /ODA
306704,Y,Y,Y,Khinwara,RJ,3,3,D1,No service,No service,EDL /ODA
382008,Y,Y,Y,Gandhinagar,GJ,2,3,C1,WEST,GNR,Yes
394421,Y,Y,Y,Kosamba,GJ,2,3,D1,No service,No service,EDL /ODA
185121,Y,Y,Y,Poonch,JK,3,4,E,No service,No service,0
201300,Y,Y,Y,Noida,UP,1,1,A,NORTH,NDA,Yes
781353,Y,Y,Y,Nalbari,AS,2,4,E,No service,No service,EDL /ODA
713167,Y,Y,Y,Guskhara,WB,2,3,D1,No service,No service,EDL /ODA
785703,Y,Y,Y,Dergaon,AS,3,5,E,No service,No service,EDL /ODA
560089,Y,Y,Y,Doddaballapura,KA,3,4,D2,SOUTH,DDP,Yes
175031,Y,Y,Y,Nihri,HP,#N/A,#N/A,#N/A,No service,No service,EDL /ODA
811302,Y,Y,Y,Lakhisarai,BR,3,3,D1,No service,No service,EDL /ODA
503223,Y,Y,Y,Armoor,TS,3,4,D1,No service,No service,EDL /ODA
184201,Y,Y,Y,Pathankot,PB,3,3,B,No service,No service,0
670306,Y,Y,Y,Nileshwar,KL,3,5,D2,No service,No service,EDL /ODA
274309,Y,Y,Y,Padrauna,UP,3,3,D1,No service,No service,EDL /ODA
488442,Y,Y,Y,Pawai,MP,3,3,D1,No service,No service,EDL /ODA
795133,Y,Y,Y,Moirang,MN,4,6,F,No service,No service,0
151503,Y,Y,Y,Mansa,PB,2,2,B,No service,No service,EDL /ODA
518401,Y,Y,Y,Nandikotkur,AP,3,4,D2,No service,No service,EDL /ODA
271832,Y,Y,Y,Bhinga,UP,3,3,D1,No service,No service,0
332030,Y,Y,Y,Ramgarh-RJ,RJ,2,2,B,No service,No service,EDL /ODA
422611,Y,Y,Y,Sangamner,MH,3,4,D1,No service,No service,EDL /ODA
431138,Y,Y,Y,Paithan,MH,3,4,D1,No service,No service,0
303604,Y,Y,Y,Phulera,RJ,3,3,B,No service,No service,EDL /ODA
416212,Y,Y,Y,Mudal,MH,3,4,D2,No service,No service,EDL /ODA
271309,Y,Y,Y,Nawabganj,UP,3,3,D1,No service,No service,EDL /ODA
743330,Y,Y,Y,Baruipur,WB,3,3,C2,No service,No service,EDL /ODA
390012,Y,Y,Y,Vadodara,GJ,2,3,D1,WEST,BDQ,Yes
277203,Y,Y,Y,Ballia,UP,3,3,D1,No service,No service,0
221304,Y,Y,Y,Gopiganj,UP,3,3,D1,No service,No service,EDL /ODA
388122,Y,Y,Y,Anand,GJ,2,3,D1,No service,No service,0
360040,Y,Y,Y,Jasdan,GJ,3,3,D1,No service,No service,EDL /ODA
422604,Y,Y,Y,Akole,MH,3,4,D1,No service,No service,EDL /ODA
415628,Y,Y,Y,Chiplun,MH,3,4,D2,No service,No service,EDL /ODA
682006,Y,Y,Y,Cochin,KL,2,5,D2,SOUTH,COK,Yes
754130,Y,Y,Y,Paikana,OR,3,4,D2,No service,No service,EDL /ODA
124113,Y,Y,Y,Rohtak,HR,2,2,B,No service,No service,0
682028,Y,Y,Y,Cochin,KL,2,5,D2,SOUTH,COK,Yes
834001,Y,Y,Y,Ranchi,JH,2,3,D1,EAST,RAN,Yes
465449,Y,Y,Y,Rajgarh-MP,MP,3,3,D1,No service,No service,EDL /ODA
175027,Y,Y,Y,Mandi,HP,3,3,E,No service,No service,EDL /ODA
679324,Y,Y,Y,Malappuram,KL,2,5,D2,No service,No service,EDL /ODA
743329,Y,Y,Y,Canning,WB,3,3,D2,No service,No service,EDL /ODA
313326,Y,Y,Y,Rajsamand,RJ,3,3,D1,No service,No service,EDL /ODA
403523,Y,Y,Y,Goa,GA,3,4,D2,No service,No service,EDL /ODA
160052,Y,Y,Y,Mohali,PB,2,2,B,NORTH,MOH,Yes
400010,Y,Y,Y,Mumbai,MH,2,3,C2,WEST,BOM,Yes
700155,Y,Y,Y,Kolkata,WB,2,3,C2,EAST,BST,Yes
521139,Y,Y,Y,Vijayawada,AP,3,4,D2,No service,No service,EDL /ODA
689578,Y,Y,Y,Tiruvalla,KL,3,5,D2,No service,No service,EDL /ODA
679308,Y,Y,Y,Sankaramangalam,KL,4,5,D2,No service,No service,EDL /ODA
563126,Y,Y,Y,Kolar,KA,3,4,D2,No service,No service,EDL /ODA
390010,Y,Y,Y,Vadodara,GJ,2,3,D1,WEST,BDQ,Yes
712305,Y,Y,Y,Bandel,WB,#N/A,#N/A,#N/A,No service,No service,EDL /ODA
331402,Y,Y,Y,Sardarshahr,RJ,2,2,B,No service,No service,EDL /ODA
841412,Y,Y,Y,Chhapra,BR,2,3,D1,No service,No service,EDL /ODA
690517,Y,Y,Y,Haripad,KL,3,5,D2,No service,No service,EDL /ODA
414604,Y,Y,Y,Newasa,MH,3,4,D1,No service,No service,EDL /ODA
